dataset_name,model_name,user_id,item_id,rank,score,dominant_factors,fidelity_at_2,fidelity_at_3
ml_latest_small,coupled_nmf,3,898,3,1.6834909915924072,"f4,f12,f26",0.10182628780603409,0.14551900327205658
ml_latest_small,coupled_nmf,3,1104,4,1.6792151927947998,"f4,f1,f15",0.10871456563472748,0.15936307609081268
ml_latest_small,coupled_nmf,3,356,5,1.6691335439682007,"f1,f12,f4",0.1496185064315796,0.20044001936912537
ml_latest_small,coupled_nmf,3,1235,6,1.6685032844543457,"f1,f32,f15",0.09408780932426453,0.13905714452266693
ml_latest_small,coupled_nmf,3,1223,7,1.6644742488861084,"f4,f15,f26",0.11213310807943344,0.16018110513687134
ml_latest_small,coupled_nmf,3,2160,8,1.661048173904419,"f26,f12,f4",0.0966709777712822,0.14218109846115112
ml_latest_small,coupled_nmf,3,1945,9,1.6484450101852417,"f4,f12,f15",0.1092870756983757,0.15856434404850006
ml_latest_small,coupled_nmf,3,908,10,1.6465249061584473,"f1,f26,f4",0.10193918645381927,0.14865198731422424
ml_latest_small,coupled_nmf,4,898,1,4.160427093505859,"f21,f3,f30",0.103895403444767,0.14403250813484192
ml_latest_small,coupled_nmf,4,1204,2,4.144308090209961,"f21,f8,f25",0.10154770314693451,0.13995054364204407
ml_latest_small,coupled_nmf,4,1235,3,4.070055961608887,"f21,f8,f25",0.11158248782157898,0.15196844935417175
ml_latest_small,coupled_nmf,4,527,4,4.065465450286865,"f21,f6,f1",0.127044215798378,0.1746402084827423
ml_latest_small,coupled_nmf,4,246,5,4.055129528045654,"f21,f25,f12",0.11479223519563675,0.15187636017799377
ml_latest_small,coupled_nmf,4,2160,6,4.0489044189453125,"f21,f8,f25",0.10778170824050903,0.14989815652370453
ml_latest_small,coupled_nmf,4,750,7,4.046481132507324,"f21,f31,f40",0.11349686235189438,0.15675269067287445
ml_latest_small,coupled_nmf,4,1225,8,4.04059362411499,"f21,f29,f26",0.12847110629081726,0.1726580262184143
ml_latest_small,coupled_nmf,4,1104,9,4.032409191131592,"f21,f3,f8",0.10213915258646011,0.14126606285572052
ml_latest_small,coupled_nmf,4,1233,10,4.0230793952941895,"f21,f6,f31",0.11130571365356445,0.15230658650398254
ml_latest_small,coupled_nmf,5,1204,1,4.350583553314209,"f40,f21,f14",0.06778354942798615,0.09944524616003036
ml_latest_small,coupled_nmf,5,898,2,4.331574440002441,"f40,f21,f33",0.06647789478302002,0.09944089502096176
ml_latest_small,coupled_nmf,5,2959,3,4.3180437088012695,"f16,f17,f14",0.10195997357368469,0.14653022587299347
ml_latest_small,coupled_nmf,5,904,4,4.279025077819824,"f26,f6,f14",0.07274565100669861,0.1074509546160698
ml_latest_small,coupled_nmf,5,908,5,4.278781890869141,"f40,f21,f1",0.08807631582021713,0.12664327025413513
ml_latest_small,coupled_nmf,5,1235,6,4.273209095001221,"f40,f1,f21",0.07665273547172546,0.10987689346075058
ml_latest_small,coupled_nmf,5,1104,7,4.248674392700195,"f1,f40,f23",0.07715198397636414,0.11247549951076508
ml_latest_small,coupled_nmf,5,750,8,4.238471031188965,"f40,f1,f21",0.08812449872493744,0.12532231211662292
ml_latest_small,coupled_nmf,5,4973,9,4.2347540855407715,"f1,f17,f6",0.09820806235074997,0.14178986847400665
ml_latest_small,coupled_nmf,5,2160,10,4.232311725616455,"f40,f21,f1",0.07256367057561874,0.1047901064157486
ml_latest_small,coupled_nmf,6,898,1,4.76070499420166,"f4,f23,f20",0.09640325605869293,0.1404152810573578
ml_latest_small,coupled_nmf,6,908,2,4.7422194480896,"f23,f20,f25",0.08896847069263458,0.13064393401145935
ml_latest_small,coupled_nmf,6,1204,3,4.74001932144165,"f12,f10,f25",0.08779935538768768,0.1291123330593109
ml_latest_small,coupled_nmf,6,356,4,4.694352149963379,"f1,f12,f8",0.12723425030708313,0.1792794018983841
ml_latest_small,coupled_nmf,6,904,5,4.674193382263184,"f23,f10,f12",0.09144763648509979,0.13715846836566925
ml_latest_small,coupled_nmf,6,7371,6,4.654596328735352,"f27,f20,f10",0.0952490046620369,0.1399463713169098
ml_latest_small,coupled_nmf,6,1272,7,4.6474409103393555,"f25,f4,f20",0.09481256455183029,0.1389068365097046
ml_latest_small,coupled_nmf,6,1104,8,4.6242218017578125,"f23,f4,f1",0.1031440868973732,0.14685499668121338
ml_latest_small,coupled_nmf,6,246,9,4.614104270935059,"f4,f12,f25",0.09883566200733185,0.1450583040714264
ml_latest_small,coupled_nmf,6,1235,10,4.608590602874756,"f8,f25,f27",0.09002558141946793,0.13198372721672058
ml_latest_small,coupled_nmf,7,1204,1,4.270883560180664,"f38,f34,f21",0.09606753289699554,0.13881118595600128
ml_latest_small,coupled_nmf,7,2959,2,4.253368854522705,"f38,f5,f26",0.12383093684911728,0.1734546571969986
ml_latest_small,coupled_nmf,7,908,3,4.2194504737854,"f21,f38,f40",0.09706901013851166,0.14105358719825745
ml_latest_small,coupled_nmf,7,318,4,4.216147422790527,"f38,f34,f2",0.11993633955717087,0.1751270741224289
ml_latest_small,coupled_nmf,7,898,5,4.215719223022461,"f34,f21,f38",0.0872158631682396,0.12717100977897644
ml_latest_small,coupled_nmf,7,1235,6,4.180569171905518,"f38,f2,f21",0.0878019705414772,0.13080433011054993
ml_latest_small,coupled_nmf,7,1198,7,4.175630569458008,"f2,f34,f5",0.13761024177074432,0.20054443180561066
ml_latest_small,coupled_nmf,7,527,8,4.175411701202393,"f34,f2,f21",0.11879744380712509,0.16857925057411194
ml_latest_small,coupled_nmf,7,904,9,4.167840003967285,"f26,f2,f34",0.09697782248258591,0.14079192280769348
ml_latest_small,coupled_nmf,7,2160,10,4.138580799102783,"f21,f26,f34",0.08792956173419952,0.1307399719953537
ml_latest_small,coupled_nmf,8,1204,1,4.507411479949951,"f18,f22,f38",0.07449007779359818,0.10809439420700073
ml_latest_small,coupled_nmf,8,2959,2,4.468517303466797,"f16,f38,f17",0.10318662971258163,0.15197253227233887
ml_latest_small,coupled_nmf,8,898,3,4.459131717681885,"f37,f22,f40",0.06832344084978104,0.09993217140436172
ml_latest_small,coupled_nmf,8,904,4,4.433257102966309,"f13,f22,f26",0.07517359405755997,0.10958471149206161
ml_latest_small,coupled_nmf,8,750,5,4.416011333465576,"f40,f38,f22",0.0835593044757843,0.12362226843833923
ml_latest_small,coupled_nmf,8,1235,6,4.413146018981934,"f40,f39,f22",0.07436062395572662,0.11013277620077133
ml_latest_small,coupled_nmf,8,908,7,4.39949893951416,"f40,f22,f24",0.08251307904720306,0.11692431569099426
ml_latest_small,coupled_nmf,8,1104,8,4.386683464050293,"f40,f15,f22",0.06866869330406189,0.10176927596330643
ml_latest_small,coupled_nmf,8,318,9,4.377636432647705,"f13,f38,f36",0.10005424171686172,0.13993336260318756
ml_latest_small,coupled_nmf,8,1223,10,4.376810073852539,"f22,f15,f40",0.07348207384347916,0.1078375056385994
ml_latest_small,coupled_nmf,9,1204,1,4.810249328613281,"f38,f26,f17",0.0642673522233963,0.09491827338933945
ml_latest_small,coupled_nmf,9,2959,2,4.786991119384766,"f16,f38,f17",0.10719753801822662,0.15437309443950653
ml_latest_small,coupled_nmf,9,898,3,4.771782875061035,"f3,f36,f37",0.062472231686115265,0.09352340549230576
ml_latest_small,coupled_nmf,9,904,4,4.739297866821289,"f26,f36,f14",0.07408487051725388,0.10702565312385559
ml_latest_small,coupled_nmf,9,1235,5,4.708286762237549,"f40,f35,f25",0.06836644560098648,0.10004723817110062
ml_latest_small,coupled_nmf,9,908,6,4.699553489685059,"f40,f21,f3",0.0775013118982315,0.1125916838645935
ml_latest_small,coupled_nmf,9,318,7,4.692595481872559,"f36,f13,f38",0.09034024924039841,0.13392385840415955
ml_latest_small,coupled_nmf,9,750,8,4.6798601150512695,"f35,f40,f38",0.08093827962875366,0.11990068107843399
ml_latest_small,coupled_nmf,9,1104,9,4.679161071777344,"f15,f40,f35",0.06577452272176743,0.0969058945775032
ml_latest_small,coupled_nmf,9,1223,10,4.660711288452148,"f15,f17,f22",0.06848520785570145,0.10001936554908752
ml_latest_small,coupled_nmf,10,898,1,3.687011241912842,"f4,f28,f10",0.12561561167240143,0.1730601042509079
ml_latest_small,coupled_nmf,10,1204,2,3.677340030670166,"f4,f28,f10",0.11291015148162842,0.16476742923259735
ml_latest_small,coupled_nmf,10,7371,3,3.637056589126587,"f4,f10,f28",0.114495187997818,0.16617096960544586
ml_latest_small,coupled_nmf,10,1223,4,3.636441707611084,"f4,f28,f29",0.12877927720546722,0.17707401514053345
ml_latest_small,coupled_nmf,10,904,5,3.6356916427612305,"f28,f10,f4",0.110771544277668,0.16359713673591614
ml_latest_small,coupled_nmf,10,1104,6,3.5921173095703125,"f4,f10,f29",0.1206846535205841,0.1645607054233551
ml_latest_small,coupled_nmf,10,246,7,3.587716579437256,"f4,f25,f10",0.12010619044303894,0.16855357587337494
ml_latest_small,coupled_nmf,10,922,8,3.5828726291656494,"f4,f29,f10",0.12325214594602585,0.16902147233486176
ml_latest_small,coupled_nmf,10,76093,9,3.5632219314575195,"f4,f10,f24",0.13801823556423187,0.18610069155693054
ml_latest_small,coupled_nmf,10,2160,10,3.5530953407287598,"f4,f28,f25",0.11267757415771484,0.16094385087490082
ml_latest_small,coupled_nmf,11,1204,1,4.929359436035156,"f38,f18,f21",0.06764564663171768,0.0995662733912468
ml_latest_small,coupled_nmf,11,898,2,4.890435218811035,"f33,f21,f1",0.06852427124977112,0.1002824679017067
ml_latest_small,coupled_nmf,11,904,3,4.825392246246338,"f26,f1,f22",0.06981313973665237,0.1018664687871933
ml_latest_small,coupled_nmf,11,1235,4,4.821077346801758,"f1,f21,f8",0.06865428388118744,0.10039987415075302
ml_latest_small,coupled_nmf,11,2959,5,4.816461563110352,"f16,f38,f17",0.10612055659294128,0.15335369110107422
ml_latest_small,coupled_nmf,11,908,6,4.811298847198486,"f21,f1,f3",0.07822368294000626,0.11115555465221405
ml_latest_small,coupled_nmf,11,1104,7,4.778217315673828,"f1,f21,f38",0.07203534245491028,0.1036621555685997
ml_latest_small,coupled_nmf,11,2160,8,4.771926403045654,"f21,f27,f1",0.0667283684015274,0.09904581308364868
ml_latest_small,coupled_nmf,11,750,9,4.771579265594482,"f1,f38,f35",0.08300299197435379,0.11972757428884506
ml_latest_small,coupled_nmf,11,1223,10,4.764176845550537,"f22,f9,f17",0.06696394830942154,0.09979595243930817
ml_latest_small,coupled_nmf,12,1204,1,5.585182189941406,"f26,f18,f12",0.06967893987894058,0.10085583478212357
ml_latest_small,coupled_nmf,12,898,2,5.561429500579834,"f30,f26,f37",0.0683867335319519,0.09946209192276001
ml_latest_small,coupled_nmf,12,904,3,5.533807754516602,"f26,f13,f36",0.07973480969667435,0.11332102864980698
ml_latest_small,coupled_nmf,12,2959,4,5.485552787780762,"f16,f26,f38",0.09998183697462082,0.1409778892993927
ml_latest_small,coupled_nmf,12,1235,5,5.456315994262695,"f8,f26,f32",0.06389401108026505,0.09530442953109741
ml_latest_small,coupled_nmf,12,1104,6,5.438732147216797,"f26,f23,f1",0.06928806006908417,0.10354063659906387
ml_latest_small,coupled_nmf,12,908,7,5.438511371612549,"f26,f30,f40",0.07211103290319443,0.10591921210289001
ml_latest_small,coupled_nmf,12,318,8,5.42693567276001,"f13,f36,f26",0.09406257420778275,0.13557113707065582
ml_latest_small,coupled_nmf,12,2160,9,5.424626350402832,"f26,f28,f30",0.0679609626531601,0.09826192259788513
ml_latest_small,coupled_nmf,12,1223,10,5.421119213104248,"f26,f28,f15",0.06822194904088974,0.09971989691257477
ml_latest_small,coupled_nmf,13,1204,1,4.938290119171143,"f14,f26,f2",0.06652934104204178,0.09828634560108185
ml_latest_small,coupled_nmf,13,898,2,4.911141395568848,"f33,f37,f14",0.06905112415552139,0.10191693156957626
ml_latest_small,coupled_nmf,13,2959,3,4.904831886291504,"f16,f14,f5",0.1022244244813919,0.14620789885520935
ml_latest_small,coupled_nmf,13,904,4,4.8893656730651855,"f26,f14,f13",0.07585375756025314,0.11233379691839218
ml_latest_small,coupled_nmf,13,1235,5,4.830752372741699,"f2,f39,f35",0.06812117248773575,0.09934321790933609
ml_latest_small,coupled_nmf,13,908,6,4.808818817138672,"f14,f40,f2",0.072599396109581,0.10538315027952194
ml_latest_small,coupled_nmf,13,750,7,4.792034149169922,"f2,f35,f13",0.0762416422367096,0.11295895278453827
ml_latest_small,coupled_nmf,13,1104,8,4.7873029708862305,"f23,f1,f5",0.06647410988807678,0.09730824083089828
ml_latest_small,coupled_nmf,13,260,9,4.786457538604736,"f2,f5,f13",0.11360272765159607,0.15373210608959198
ml_latest_small,coupled_nmf,13,1223,10,4.7844929695129395,"f2,f11,f13",0.06720132380723953,0.09950784593820572
ml_latest_small,coupled_nmf,14,1204,1,4.310653209686279,"f9,f10,f22",0.0666789636015892,0.0992242619395256
ml_latest_small,coupled_nmf,14,898,2,4.300624847412109,"f33,f4,f29",0.0702425017952919,0.10309562087059021
ml_latest_small,coupled_nmf,14,904,3,4.240180969238281,"f29,f10,f26",0.07055612653493881,0.10396964848041534
ml_latest_small,coupled_nmf,14,1235,4,4.212276935577393,"f40,f7,f21",0.06996858865022659,0.10256387293338776
ml_latest_small,coupled_nmf,14,908,5,4.206362724304199,"f40,f21,f3",0.08149252831935883,0.1149802878499031
ml_latest_small,coupled_nmf,14,1223,6,4.2018022537231445,"f9,f15,f29",0.07026533037424088,0.1050778329372406
ml_latest_small,coupled_nmf,14,1104,7,4.1984171867370605,"f15,f4,f40",0.06624861061573029,0.09867283701896667
ml_latest_small,coupled_nmf,14,7371,8,4.1949567794799805,"f10,f29,f30",0.06675432622432709,0.09960412234067917
ml_latest_small,coupled_nmf,14,2959,9,4.179790496826172,"f16,f38,f14",0.096974216401577,0.13932275772094727
ml_latest_small,coupled_nmf,14,750,10,4.177918434143066,"f40,f35,f21",0.07838840037584305,0.11488314718008041
ml_latest_small,coupled_nmf,15,1204,1,4.080883502960205,"f26,f34,f9",0.096385158598423,0.13320592045783997
ml_latest_small,coupled_nmf,15,318,2,4.062725067138672,"f34,f13,f26",0.10882803797721863,0.16238917410373688
ml_latest_small,coupled_nmf,15,904,3,4.007160186767578,"f26,f34,f13",0.10235586017370224,0.14141952991485596
ml_latest_small,coupled_nmf,15,898,4,4.0071210861206055,"f34,f26,f30",0.08765944093465805,0.12461848556995392
ml_latest_small,coupled_nmf,15,2160,5,3.947255849838257,"f26,f34,f32",0.0921051874756813,0.1322917491197586
ml_latest_small,coupled_nmf,15,1223,6,3.9463882446289062,"f26,f34,f9",0.08690458536148071,0.12551328539848328
ml_latest_small,coupled_nmf,15,778,7,3.9462709426879883,"f34,f26,f11",0.10340847074985504,0.14807268977165222
ml_latest_small,coupled_nmf,15,1235,8,3.931299924850464,"f32,f26,f1",0.08453454822301865,0.12156475335359573
ml_latest_small,coupled_nmf,15,1221,9,3.9087328910827637,"f26,f13,f34",0.10807608813047409,0.1554608792066574
ml_latest_small,coupled_nmf,15,5618,10,3.90596604347229,"f32,f17,f26",0.10264137387275696,0.14854635298252106
ml_latest_small,coupled_nmf,16,1204,1,4.120967388153076,"f22,f12,f28",0.06676192581653595,0.09764554351568222
ml_latest_small,coupled_nmf,16,898,2,4.100350379943848,"f4,f22,f29",0.062265876680612564,0.09308862686157227
ml_latest_small,coupled_nmf,16,904,3,4.080197334289551,"f13,f12,f29",0.07047582417726517,0.10421084612607956
ml_latest_small,coupled_nmf,16,1235,4,4.028779029846191,"f39,f22,f40",0.06636583805084229,0.09842267632484436
ml_latest_small,coupled_nmf,16,1104,5,4.02160120010376,"f15,f23,f1",0.06877029687166214,0.10151433199644089
ml_latest_small,coupled_nmf,16,908,6,4.021533966064453,"f40,f22,f21",0.07207534462213516,0.10512427240610123
ml_latest_small,coupled_nmf,16,750,7,4.015777111053467,"f31,f40,f22",0.07359594851732254,0.11026466637849808
ml_latest_small,coupled_nmf,16,1945,8,4.0019707679748535,"f31,f23,f12",0.06954540312290192,0.1033782809972763
ml_latest_small,coupled_nmf,16,7371,9,3.9999701976776123,"f15,f13,f27",0.06672096252441406,0.09919503331184387
ml_latest_small,coupled_nmf,16,2160,10,3.9978907108306885,"f12,f28,f40",0.06317586451768875,0.09321530163288116
ml_latest_small,coupled_nmf,17,1204,1,4.708633899688721,"f2,f22,f10",0.06651613861322403,0.09756554663181305
ml_latest_small,coupled_nmf,17,898,2,4.663836479187012,"f37,f3,f28",0.06682080030441284,0.09715235978364944
ml_latest_small,coupled_nmf,17,1235,3,4.612429618835449,"f2,f8,f32",0.07170489430427551,0.10496651381254196
ml_latest_small,coupled_nmf,17,1223,4,4.593734264373779,"f2,f15,f22",0.07195435464382172,0.10590732097625732
ml_latest_small,coupled_nmf,17,908,5,4.578061103820801,"f40,f3,f2",0.07284023612737656,0.10799666494131088
ml_latest_small,coupled_nmf,17,260,6,4.575525760650635,"f2,f5,f10",0.11468955874443054,0.15729421377182007
ml_latest_small,coupled_nmf,17,318,7,4.562650203704834,"f13,f2,f37",0.0950702428817749,0.13559207320213318
ml_latest_small,coupled_nmf,17,2160,8,4.55023193359375,"f32,f8,f27",0.06291748583316803,0.09350360929965973
ml_latest_small,coupled_nmf,17,1104,9,4.549405097961426,"f15,f10,f1",0.06394369155168533,0.09398902952671051
ml_latest_small,coupled_nmf,17,7371,10,4.532878875732422,"f27,f15,f10",0.06607241928577423,0.09851540625095367
ml_latest_small,coupled_nmf,18,1204,1,4.479739189147949,"f9,f18,f26",0.0748719573020935,0.11069563031196594
ml_latest_small,coupled_nmf,18,2959,2,4.475417137145996,"f16,f17,f14",0.1138504147529602,0.1614205241203308
ml_latest_small,coupled_nmf,18,898,3,4.421850204467773,"f3,f30,f36",0.07026136666536331,0.10338159650564194
ml_latest_small,coupled_nmf,18,904,4,4.416845798492432,"f26,f13,f36",0.08138077706098557,0.11927798390388489
ml_latest_small,coupled_nmf,18,858,5,4.405512809753418,"f9,f14,f6",0.103192999958992,0.14946796000003815
ml_latest_small,coupled_nmf,18,1945,6,4.33550500869751,"f17,f36,f6",0.081112340092659,0.11769356578588486
ml_latest_small,coupled_nmf,18,1235,7,4.319511890411377,"f17,f2,f16",0.07007278501987457,0.10230819880962372
ml_latest_small,coupled_nmf,18,750,8,4.318829536437988,"f13,f2,f6",0.07706337422132492,0.1129130944609642
ml_latest_small,coupled_nmf,18,1104,9,4.311087608337402,"f3,f26,f9",0.06825684756040573,0.10130282491445541
ml_latest_small,coupled_nmf,18,5618,10,4.3099212646484375,"f17,f32,f16",0.09129098802804947,0.12698595225811005
ml_latest_small,coupled_nmf,19,5952,1,3.9296727180480957,"f10,f22,f32",0.15315179526805878,0.20724885165691376
ml_latest_small,coupled_nmf,19,318,2,3.8698642253875732,"f2,f37,f10",0.12580560147762299,0.18240460753440857
ml_latest_small,coupled_nmf,19,1204,3,3.8612728118896484,"f22,f10,f2",0.12327361106872559,0.1715146154165268
ml_latest_small,coupled_nmf,19,1221,4,3.844510078430176,"f2,f37,f10",0.12362423539161682,0.17955999076366425
ml_latest_small,coupled_nmf,19,4973,5,3.833387613296509,"f22,f26,f37",0.13150060176849365,0.1860123872756958
ml_latest_small,coupled_nmf,19,912,6,3.817595958709717,"f21,f22,f2",0.13870485126972198,0.1946120262145996
ml_latest_small,coupled_nmf,19,1276,7,3.797062397003174,"f22,f21,f10",0.1166699081659317,0.1669434756040573
ml_latest_small,coupled_nmf,19,898,8,3.7654871940612793,"f22,f37,f10",0.1175677627325058,0.17192010581493378
ml_latest_small,coupled_nmf,19,1235,9,3.7653005123138428,"f22,f2,f10",0.1162070706486702,0.16631953418254852
ml_latest_small,coupled_nmf,19,5618,10,3.7596073150634766,"f32,f22,f21",0.1121937558054924,0.16120855510234833
ml_latest_small,coupled_nmf,20,318,1,4.94026517868042,"f37,f13,f16",0.11218685656785965,0.16233840584754944
ml_latest_small,coupled_nmf,20,904,2,4.8502397537231445,"f26,f37,f6",0.09916424006223679,0.14226803183555603
ml_latest_small,coupled_nmf,20,527,3,4.849889755249023,"f1,f6,f40",0.12431279569864273,0.17146356403827667
ml_latest_small,coupled_nmf,20,2959,4,4.847723960876465,"f16,f37,f26",0.12214531749486923,0.17264960706233978
ml_latest_small,coupled_nmf,20,1204,5,4.8432416915893555,"f37,f26,f3",0.08916369825601578,0.1308879554271698
ml_latest_small,coupled_nmf,20,898,6,4.809922695159912,"f37,f3,f26",0.10106164216995239,0.1393318623304367
ml_latest_small,coupled_nmf,20,541,7,4.7953901290893555,"f6,f40,f26",0.11446422338485718,0.1667591631412506
ml_latest_small,coupled_nmf,20,1276,8,4.79155158996582,"f37,f6,f40",0.09492743760347366,0.13885678350925446
ml_latest_small,coupled_nmf,20,912,9,4.788481712341309,"f3,f21,f40",0.10535091906785965,0.15026973187923431
ml_latest_small,coupled_nmf,20,1221,10,4.786767959594727,"f37,f16,f13",0.11532887071371078,0.16733378171920776
ml_latest_small,coupled_nmf,21,898,1,4.149797439575195,"f4,f28,f22",0.14816665649414062,0.19414454698562622
ml_latest_small,coupled_nmf,21,1204,2,4.104191780090332,"f28,f4,f22",0.13531510531902313,0.18581025302410126
ml_latest_small,coupled_nmf,21,7371,3,4.078729629516602,"f4,f28,f27",0.13466383516788483,0.19695517420768738
ml_latest_small,coupled_nmf,21,246,4,4.032660484313965,"f4,f28,f27",0.14027737081050873,0.1944543570280075
ml_latest_small,coupled_nmf,21,1223,5,4.007551193237305,"f4,f28,f22",0.15520817041397095,0.20789241790771484
ml_latest_small,coupled_nmf,21,54001,6,4.005800247192383,"f4,f27,f24",0.15378375351428986,0.20559850335121155
ml_latest_small,coupled_nmf,21,1272,7,4.000875949859619,"f4,f28,f25",0.13473954796791077,0.18821290135383606
ml_latest_small,coupled_nmf,21,44195,8,3.995911121368408,"f28,f4,f25",0.1500106304883957,0.19630742073059082
ml_latest_small,coupled_nmf,21,56782,9,3.9782400131225586,"f28,f4,f27",0.14033296704292297,0.19714275002479553
ml_latest_small,coupled_nmf,21,2160,10,3.955209970474243,"f28,f4,f27",0.13545052707195282,0.19420714676380157
ml_latest_small,coupled_nmf,22,1204,1,3.2000648975372314,"f40,f38,f28",0.11988016963005066,0.1764967441558838
ml_latest_small,coupled_nmf,22,750,2,3.186739921569824,"f40,f13,f38",0.15004375576972961,0.21714921295642853
ml_latest_small,coupled_nmf,22,912,3,3.1638357639312744,"f40,f13,f22",0.14045988023281097,0.19682654738426208
ml_latest_small,coupled_nmf,22,904,4,3.1448192596435547,"f13,f28,f22",0.12800002098083496,0.18214310705661774
ml_latest_small,coupled_nmf,22,2324,5,3.1348679065704346,"f40,f13,f22",0.1499767154455185,0.2029057741165161
ml_latest_small,coupled_nmf,22,1276,6,3.1345324516296387,"f40,f13,f22",0.1407555639743805,0.19456994533538818
ml_latest_small,coupled_nmf,22,260,7,3.134305953979492,"f40,f13,f10",0.1573156863451004,0.22106969356536865
ml_latest_small,coupled_nmf,22,1221,8,3.1241512298583984,"f13,f40,f16",0.16393977403640747,0.21567130088806152
ml_latest_small,coupled_nmf,22,1136,9,3.1120738983154297,"f40,f22,f6",0.1305445283651352,0.18387144804000854
ml_latest_small,coupled_nmf,22,898,10,3.106713056564331,"f40,f28,f22",0.11973551660776138,0.17091837525367737
ml_latest_small,coupled_nmf,23,2959,1,4.056940078735352,"f16,f14,f38",0.10900591313838959,0.15563510358333588
ml_latest_small,coupled_nmf,23,1204,2,4.0285539627075195,"f26,f6,f14",0.07539553940296173,0.11124256998300552
ml_latest_small,coupled_nmf,23,904,3,3.9872307777404785,"f26,f6,f14",0.08684927225112915,0.12589646875858307
ml_latest_small,coupled_nmf,23,898,4,3.9819722175598145,"f26,f14,f6",0.06912373006343842,0.10096148401498795
ml_latest_small,coupled_nmf,23,318,5,3.936718702316284,"f13,f6,f14",0.09547563642263412,0.14088444411754608
ml_latest_small,coupled_nmf,23,527,6,3.9291722774505615,"f6,f14,f26",0.09969595074653625,0.14347721636295319
ml_latest_small,coupled_nmf,23,908,7,3.917912721633911,"f26,f14,f40",0.07777688652276993,0.11444231867790222
ml_latest_small,coupled_nmf,23,1945,8,3.913752555847168,"f6,f26,f31",0.0805472582578659,0.11678827553987503
ml_latest_small,coupled_nmf,23,1235,9,3.9122567176818848,"f6,f26,f15",0.06825260072946548,0.10173657536506653
ml_latest_small,coupled_nmf,23,1223,10,3.9064126014709473,"f15,f26,f6",0.07831435650587082,0.11554402112960815
ml_latest_small,coupled_nmf,24,1204,1,4.2826924324035645,"f12,f14,f21",0.06516551971435547,0.09721899777650833
ml_latest_small,coupled_nmf,24,898,2,4.2740936279296875,"f37,f21,f33",0.06501435488462448,0.0966414287686348
ml_latest_small,coupled_nmf,24,2959,3,4.254493713378906,"f16,f38,f14",0.11040088534355164,0.15588104724884033
ml_latest_small,coupled_nmf,24,904,4,4.2435503005981445,"f14,f12,f13",0.0689995288848877,0.10199470072984695
ml_latest_small,coupled_nmf,24,1235,5,4.2021613121032715,"f39,f16,f8",0.06792421638965607,0.10083144158124924
ml_latest_small,coupled_nmf,24,908,6,4.195066452026367,"f21,f40,f14",0.07470183074474335,0.10880649834871292
