dataset_name,model_name,user_id,item_id,rank,score,dominant_factors_3,dominant_factors_5,dominant_factors_10,fidelity_at_2,fidelity_at_3,fidelity_at_5,fidelity_at_10
ml_latest_small,coupled_nmf,28,260,2,3.619046449661255,"f2,f7,f18","f2,f7,f18,f37,f5","f2,f7,f18,f37,f5,f13,f3,f11,f1,f34",0.13809117674827576,0.19365520775318146,0.2993013858795166,0.5134060978889465
ml_latest_small,coupled_nmf,57,4973,7,4.254627227783203,"f6,f17,f22","f6,f17,f22,f18,f2","f6,f17,f22,f18,f2,f37,f16,f26,f14,f1",0.14180245995521545,0.20194953680038452,0.30091923475265503,0.5112506747245789
ml_latest_small,coupled_nmf,19,1221,4,3.844510078430176,"f2,f37,f10","f2,f37,f10,f16,f26","f2,f37,f10,f16,f26,f13,f22,f34,f32,f21",0.12362423539161682,0.17955999076366425,0.28215256333351135,0.5104472637176514
ml_latest_small,coupled_nmf,57,858,3,4.430788040161133,"f6,f37,f2","f6,f37,f2,f18,f17","f6,f37,f2,f18,f17,f13,f14,f16,f3,f5",0.14235135912895203,0.20014995336532593,0.2944088876247406,0.5100324153900146
ml_latest_small,coupled_nmf,22,912,3,3.1638357639312744,"f40,f13,f22","f40,f13,f22,f3,f21","f40,f13,f22,f3,f21,f38,f29,f28,f11,f34",0.14045988023281097,0.19682654738426208,0.30083489418029785,0.5100240707397461
ml_latest_small,coupled_nmf,41,527,1,3.909646987915039,"f26,f6,f11","f26,f6,f11,f32,f2","f26,f6,f11,f32,f2,f27,f14,f30,f1,f8",0.12094561755657196,0.17652547359466553,0.28319594264030457,0.5092917084693909
ml_latest_small,coupled_nmf,19,5952,1,3.9296727180480957,"f10,f22,f32","f10,f22,f32,f5,f2","f10,f22,f32,f5,f2,f37,f21,f17,f16,f8",0.15315179526805878,0.20724885165691376,0.3122412860393524,0.5085968971252441
ml_latest_small,coupled_nmf,19,318,2,3.8698642253875732,"f2,f37,f10","f2,f37,f10,f13,f34","f2,f37,f10,f13,f34,f26,f16,f22,f21,f6",0.12580560147762299,0.18240460753440857,0.2873460650444031,0.5076261162757874
ml_latest_small,coupled_nmf,76,527,7,3.5437891483306885,"f16,f11,f6","f16,f11,f6,f2,f9","f16,f11,f6,f2,f9,f17,f30,f14,f1,f26",0.1353103369474411,0.19457432627677917,0.29287344217300415,0.5072099566459656
ml_latest_small,coupled_nmf,91,1210,7,4.095428466796875,"f5,f35,f24","f5,f35,f24,f2,f13","f5,f35,f24,f2,f13,f10,f39,f37,f34,f40",0.12775065004825592,0.1881982684135437,0.2948665916919708,0.506729006767273
ml_latest_small,coupled_nmf,76,4973,5,3.551875591278076,"f17,f16,f31","f17,f16,f31,f18,f6","f17,f16,f31,f18,f6,f37,f26,f14,f39,f15",0.13813772797584534,0.19591063261032104,0.30433404445648193,0.5063053369522095
ml_latest_small,coupled_nmf,22,750,2,3.186739921569824,"f40,f13,f38","f40,f13,f38,f22,f28","f40,f13,f38,f22,f28,f29,f1,f36,f21,f35",0.15004375576972961,0.21714921295642853,0.31759878993034363,0.5049479603767395
ml_latest_small,coupled_nmf,57,318,1,4.45737361907959,"f2,f6,f13","f2,f6,f13,f16,f37","f2,f6,f13,f16,f37,f17,f3,f14,f20,f22",0.1435764729976654,0.20596207678318024,0.3072662055492401,0.5049213767051697
